storeid,wide_area,basic_area,storename,category,category_top,rating,address,url,hon0_index_final,summary_bullets,summary_bullets_json
1_12_41,서울특별시,은평구,포항물회,생선회,회,4.59,서울 은평구 통일로83길 15-1 1층,https://map.naver.com/p/entry/place/1337173070?placePath=%2Fhome,57.6,"- 은평구 물회전문점으로는 포항물회가 제일이고 수족관에서 살아있는 생새우회와 모듬물회를 먹었는데 회도 신선하고 직원들도 친절해서 대방어회 먹으러 다시 방문할 것 같다.
- 은평구 물회전문점으로는 포항물회가 제일인것 같고 수족관에서 살아있는 생새우회와 모듬물회를 먹었는데 회도 신선하고 가게 직원들도 친절해서 대방어회 먹으러 다시 방문할것 같다.
- 연신내에서 회 생각날때 가는 선택지중 하나인 물회는 재료들 전부 신선하고 양이 많으며 회가 부드럽고 쫄깃하다.
- 방어 사이즈가 대방어는 아닌거 같고 다른 방어집보다 가격은 저렴한 편이지만 방어 가격이 비싼 편이다.","[""은평구 물회전문점으로는 포항물회가 제일이고 수족관에서 살아있는 생새우회와 모듬물회를 먹었는데 회도 신선하고 직원들도 친절해서 대방어회 먹으러 다시 방문할 것 같다."", ""은평구 물회전문점으로는 포항물회가 제일인것 같고 수족관에서 살아있는 생새우회와 모듬물회를 먹었는데 회도 신선하고 가게 직원들도 친절해서 대방어회 먹으러 다시 방문할것 같다."", ""연신내에서 회 생각날때 가는 선택지중 하나인 물회는 재료들 전부 신선하고 양이 많으며 회가 부드럽고 쫄깃하다."", ""방어 사이즈가 대방어는 아닌거 같고 다른 방어집보다 가격은 저렴한 편이지만 방어 가격이 비싼 편이다.""]"
1_12_42,서울특별시,은평구,홍계화 연신내본점,요리주점,기타,3.0,서울 은평구 연서로27길 8-7 1층,https://map.naver.com/p/entry/place/1826906525?placePath=%2Fhome,63.9,"- 연신내 닭발 잘하는 곳 홍계화에 갔는데 수비드 닭볶음탕이 진짜 맛있어요 고기가 부드러운데다가 양념까지 완벽해서 너무 맛있게 먹었다.
- 연신내 닭발 잘하는 곳 홍계화에 갔는데 수비드 닭볶음탕이 진짜 맛있고 직화 무뼈숙주닭발 세트를 먹었는데 매운 양념이 자극적이지 않고 딱 맛있게 매워서 계속 손이 갔다.
- 연신내 닭발 맛집 홍계화에서 직화 무뼈숙주닭발 세트를 먹었는데 매운 양념이 자극적이지 않고 딱 맛있게 매워서 계속 손이 갔다.
- 연신내 닭발은 연신내 최초 수비드 닭이 너무 부드럽고 숙주와 꽃삽겹이 신선하고 닭발과 같이 먹으니 넘 맛있었어요..
- 연신내 닭발은 무조건 홍계화로 와서 먹고 나면 다른 곳에서 못 먹어요 연신내에서 닭발 먹을 일 있으면 꼭 여기서 먹거나 시켜 드세요.","[""연신내 닭발 잘하는 곳 홍계화에 갔는데 수비드 닭볶음탕이 진짜 맛있어요 고기가 부드러운데다가 양념까지 완벽해서 너무 맛있게 먹었다."", ""연신내 닭발 잘하는 곳 홍계화에 갔는데 수비드 닭볶음탕이 진짜 맛있고 직화 무뼈숙주닭발 세트를 먹었는데 매운 양념이 자극적이지 않고 딱 맛있게 매워서 계속 손이 갔다."", ""연신내 닭발 맛집 홍계화에서 직화 무뼈숙주닭발 세트를 먹었는데 매운 양념이 자극적이지 않고 딱 맛있게 매워서 계속 손이 갔다."", ""연신내 닭발은 연신내 최초 수비드 닭이 너무 부드럽고 숙주와 꽃삽겹이 신선하고 닭발과 같이 먹으니 넘 맛있었어요.."", ""연신내 닭발은 무조건 홍계화로 와서 먹고 나면 다른 곳에서 못 먹어요 연신내에서 닭발 먹을 일 있으면 꼭 여기서 먹거나 시켜 드세요.""]"
1_12_43,서울특별시,은평구,차이몬스터,중식당,중식,4.76,서울 은평구 불광천길 334,https://map.naver.com/p/entry/place/36684022?placePath=%2Fhome,64.2,"- 불광천 맛집 고독정식과 고사리 짬뽕, 조강 짜장면, 탕수육을 먹었는데 고사리는 잘 삶아져 바삭한 식감이 일품이고 고기도 너무 실하고 시간이 지나도 바삭바삭해서 밥을 안 말수가 없었다.
- 차이몬스터의 오콩짬뽕은 기본 짜장면이 간짜장처럼 고기와 야채가 풍부하고 면도 부드럽고 국물이 정말 시원했는데 최근에 먹었던 짜장면중에 가장 감칠맛 가득하고 맛있게 먹었다.
- 은평구에서 유명한 차이몬스터는 중식의 기본에 충실하면서도 창의적인 메뉴 구성을 자랑하고 세련된 서비스를 제공한다.
- 은평구 응암동, 불광천 근처에 위치한 중식당 차이몬스터는 메뉴 하나하나에 진심이 느껴지는 맛을 자랑한다.
- 가족들과 식사하기 위해 부모님과 할머니를 모시고 예약방문했는데 음식도 빨리 나오는 편이고 직원들도 모두 친절해서 편하게 식사할 수 있었다.","[""불광천 맛집 고독정식과 고사리 짬뽕, 조강 짜장면, 탕수육을 먹었는데 고사리는 잘 삶아져 바삭한 식감이 일품이고 고기도 너무 실하고 시간이 지나도 바삭바삭해서 밥을 안 말수가 없었다."", ""차이몬스터의 오콩짬뽕은 기본 짜장면이 간짜장처럼 고기와 야채가 풍부하고 면도 부드럽고 국물이 정말 시원했는데 최근에 먹었던 짜장면중에 가장 감칠맛 가득하고 맛있게 먹었다."", ""은평구에서 유명한 차이몬스터는 중식의 기본에 충실하면서도 창의적인 메뉴 구성을 자랑하고 세련된 서비스를 제공한다."", ""은평구 응암동, 불광천 근처에 위치한 중식당 차이몬스터는 메뉴 하나하나에 진심이 느껴지는 맛을 자랑한다."", ""가족들과 식사하기 위해 부모님과 할머니를 모시고 예약방문했는데 음식도 빨리 나오는 편이고 직원들도 모두 친절해서 편하게 식사할 수 있었다.""]"
1_12_44,서울특별시,은평구,보들이쭈꾸미,주꾸미요리,기타,4.39,서울 은평구 은평로 46 두원빌딩,https://map.naver.com/p/entry/place/37867135?placePath=%2Fhome,55.5,"- 은평구 맛집 쭈꾸미집 보들이쭈꾸미 가격이 오르긴 했지만 꼭 가보고 싶었던 맛집인데 연휴에 방문해서 포장해왔지만 고기의 신선도 및 퀄리티가 불쾌할 정도로 별로였다.
- 은평구 맛집 쭈꾸미집 보들이쭈꾸미 가격이 오르긴 했지만 꼭 가보고 싶었던 맛집인데 연휴에 방문해서 포장해왔지만 고기의 신선도 및 퀄리티가 너무 불쾌할 정도로 별로였다.
- 감자채전 먹으러 왔지만 주꾸미가 맛있고 감자채전이 유명하다는 소문이 있어서 찾아갔는데 인기 맛집이었네요 감자전은 오래 걸려서 예약때 미리 말을 해야 한다.
- 은평구 맛집이라고 해서 가본 곳인데 가격대에 비해 비싼 가격대의 쭈꾸미 / 감자전은 17,000원의 퀄리티가 맞나 싶을 정도로 너무 실망해서 리뷰를 안 남길 수가 없다.","[""은평구 맛집 쭈꾸미집 보들이쭈꾸미 가격이 오르긴 했지만 꼭 가보고 싶었던 맛집인데 연휴에 방문해서 포장해왔지만 고기의 신선도 및 퀄리티가 불쾌할 정도로 별로였다."", ""은평구 맛집 쭈꾸미집 보들이쭈꾸미 가격이 오르긴 했지만 꼭 가보고 싶었던 맛집인데 연휴에 방문해서 포장해왔지만 고기의 신선도 및 퀄리티가 너무 불쾌할 정도로 별로였다."", ""감자채전 먹으러 왔지만 주꾸미가 맛있고 감자채전이 유명하다는 소문이 있어서 찾아갔는데 인기 맛집이었네요 감자전은 오래 걸려서 예약때 미리 말을 해야 한다."", ""은평구 맛집이라고 해서 가본 곳인데 가격대에 비해 비싼 가격대의 쭈꾸미 / 감자전은 17,000원의 퀄리티가 맞나 싶을 정도로 너무 실망해서 리뷰를 안 남길 수가 없다.""]"
1_12_45,서울특별시,은평구,기가막힌 물닭갈비,닭갈비,고기,4.58,서울 은평구 진흥로1길 58 1층 물닭갈비,https://map.naver.com/p/entry/place/1501234218?placePath=%2Fhome,75.2,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""역촌동 맛집 물닭갈비는 대파 듬뿍 올라가서 향긋하고 닭고기는 부드럽고 잡내 없어 누구나 먹기 좋고 밥 말아먹거나 마지막에 볶음밥까지 꼭 추천한다."", ""집 앞이라 자주 가는 곳인데 진짜 찐 맛집이고 잡내 하나도 안나고 국물이 시원하고 개운하고 얼큰해서 가족들과 가끔 가요 사장님도 친절하고 맛이 깔끔하게 맛있어요 다음에 또 방문""]"
1_12_46,서울특별시,은평구,양반집,양꼬치,기타,4.6,서울 은평구 갈현로1길 3-1 1층,https://map.naver.com/p/entry/place/38642776?placePath=%2Fhome,79.9,"- 집 주변에 맛있는 양갈비집이 있다고 해서 처음 방문했는데 반찬부터 맛있고 고기도 상태가 너무 좋고 직원들도 친절해서 자주 방문할 것 같다.
- 은평구 양갈비집 시그니처3인세트와 프렌치렉 2인세트를 먹었는데 양고기 잡내 없이 부드럽고 숯향 가득한 꼬치 맛이 일품이다.
- 양반집 양고기는 은평 마포 통합 짱인듯요 고기 질이 좋고 잡내 없이 부드러워서 감탄했고 양부채살은 처음 먹어봤는데 고소하고 향도 진해서 입에서 녹는다.
- 양반집은 양꼬치보다 양삼겹을 더 좋아하게 돼서 양갈비와 양등심을 같이 주문하는 것을 추천한다.","[""집 주변에 맛있는 양갈비집이 있다고 해서 처음 방문했는데 반찬부터 맛있고 고기도 상태가 너무 좋고 직원들도 친절해서 자주 방문할 것 같다."", ""은평구 양갈비집 시그니처3인세트와 프렌치렉 2인세트를 먹었는데 양고기 잡내 없이 부드럽고 숯향 가득한 꼬치 맛이 일품이다."", ""양반집 양고기는 은평 마포 통합 짱인듯요 고기 질이 좋고 잡내 없이 부드러워서 감탄했고 양부채살은 처음 먹어봤는데 고소하고 향도 진해서 입에서 녹는다."", ""양반집은 양꼬치보다 양삼겹을 더 좋아하게 돼서 양갈비와 양등심을 같이 주문하는 것을 추천한다.""]"
1_12_47,서울특별시,은평구,서교주담 연신내,요리주점,기타,3.0,서울 은평구 연서로29길 21-2 1층 서교주담,https://map.naver.com/p/entry/place/1304742654?placePath=%2Fhome,68.9,"- 서교동에서 시작한 퓨전한식주점 수육 튀김, 감태 김밥, 무말랭이와 갓김치를 곁들이면 식감과 맛을 모두 잡은 담도리탕, 닭전, 파닭전을 추천한다.
- 연신내 서교주담에서 닭볶음탕과 감태김밥을 먹었는데 닭볶음탕은 매콤하면서도 칼칼하면서 깊은 국물 맛이 소주와 잘 어울리는 맛이고 감자튀김은 고소해서 한접시 뚝딱 비웠다.
- 안주가 너무 맛있어서 한번 더 오면 전메뉴 쌉가능 하고 안주 하나하나 맛있고 돼지파티하기 좋은 서교주담 연신내점에 다녀왔어요.
- 서교주담은 베스트 메뉴인 수육튀김과 전복칼비빔을 주문해서 먹었는데 사람 없는 시간대에는 좁은 자리에 앉히지 않아도 되지 않을까 하는 생각이 들었다.
- 연신내에 생긴 한식주점 서교주담은 수육튀김 시그니처인 이유가 있었고 감태김밥과 궁합이 최고였다.
- 은평구 핫 플레이스 연신내 로데오거리에 있는 서교주담에 다녀왔는데 매콤한 담볶음탕과 전복비빔면 둘 다 술 한잔 하며 먹기 좋은 안주였다.","[""서교동에서 시작한 퓨전한식주점 수육 튀김, 감태 김밥, 무말랭이와 갓김치를 곁들이면 식감과 맛을 모두 잡은 담도리탕, 닭전, 파닭전을 추천한다."", ""연신내 서교주담에서 닭볶음탕과 감태김밥을 먹었는데 닭볶음탕은 매콤하면서도 칼칼하면서 깊은 국물 맛이 소주와 잘 어울리는 맛이고 감자튀김은 고소해서 한접시 뚝딱 비웠다."", ""안주가 너무 맛있어서 한번 더 오면 전메뉴 쌉가능 하고 안주 하나하나 맛있고 돼지파티하기 좋은 서교주담 연신내점에 다녀왔어요."", ""서교주담은 베스트 메뉴인 수육튀김과 전복칼비빔을 주문해서 먹었는데 사람 없는 시간대에는 좁은 자리에 앉히지 않아도 되지 않을까 하는 생각이 들었다."", ""연신내에 생긴 한식주점 서교주담은 수육튀김 시그니처인 이유가 있었고 감태김밥과 궁합이 최고였다."", ""은평구 핫 플레이스 연신내 로데오거리에 있는 서교주담에 다녀왔는데 매콤한 담볶음탕과 전복비빔면 둘 다 술 한잔 하며 먹기 좋은 안주였다.""]"
1_12_48,서울특별시,은평구,채선당 자연한가득 불광역점,샤브샤브,일식,3.0,서울 은평구 통일로 767 호반베르디움stay1 2층 201호,https://map.naver.com/p/entry/place/1775256140?placePath=%2Fhome,78.7,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""샤브샤브 무한리필 맛집 채선당 자연한가득 불광역점은 다양한 선택지를 자랑하는 메뉴 구성으로 누구와 가도 만족스러울 만한 식당이었다."", ""월남쌈도 만들어 먹을 수 있고 만두도 너무 맛있어서 가족들과 재방문 하고 싶다."", ""채선당에서 샤브샤브를 먹었는데 국물도 깔끔하고 고기도 질이 좋아 만족스러웠다.""]"
1_12_49,서울특별시,은평구,맥도날드 연신내점,햄버거,패스트푸드,4.34,서울 은평구 연서로 213 성보빌딩,https://map.naver.com/p/entry/place/11807374?placePath=%2Fhome,66.9,"- 익산고구마모짜렐라버거 안에 채소도 많이 들어가있고 고기에 고구마모짜패티에 소스까지 맛이 풍성해서 한번쯤 드셔봐도 좋을 것 같다.
- 1955 크리미 파마산 먹은 후기는 매장이 넓고 깔끔하고 직원들도 친절해서 좋다.","[""익산고구마모짜렐라버거 안에 채소도 많이 들어가있고 고기에 고구마모짜패티에 소스까지 맛이 풍성해서 한번쯤 드셔봐도 좋을 것 같다."", ""1955 크리미 파마산 먹은 후기는 매장이 넓고 깔끔하고 직원들도 친절해서 좋다.""]"
1_12_50,서울특별시,은평구,서울면옥,냉면,한식,4.26,서울 은평구 불광로 90 대호프라자아파트,https://map.naver.com/p/entry/place/38011013?placePath=%2Fhome,75.2,"- 불광역 근처에 있는 서울면옥은 회냉면도 맛있고 물냉면도 맛있는데 비빔양념장이 맛있어서 재방문할 예정이다.
- 서울 냉면 맛집 서울면옥에서 맛있는 왕만두, 회냉면을 먹었는데 양도 많고 양념도 맛있어서 배터지게 먹고 왔다.
- 불광역 냉면맛집 서울면옥은 고구마전분으로 만든 쫄깃한 면발과 진한 육수가 맛있는 함흥냉면 맛집이다.
- 대호프라자에서 10년간 냉면전문점으로 사랑받아온 곳으로 대만민국 냉면 맛의 기준으로 완벽한 맛을 느낄 수 있었다.","[""불광역 근처에 있는 서울면옥은 회냉면도 맛있고 물냉면도 맛있는데 비빔양념장이 맛있어서 재방문할 예정이다."", ""서울 냉면 맛집 서울면옥에서 맛있는 왕만두, 회냉면을 먹었는데 양도 많고 양념도 맛있어서 배터지게 먹고 왔다."", ""불광역 냉면맛집 서울면옥은 고구마전분으로 만든 쫄깃한 면발과 진한 육수가 맛있는 함흥냉면 맛집이다."", ""대호프라자에서 10년간 냉면전문점으로 사랑받아온 곳으로 대만민국 냉면 맛의 기준으로 완벽한 맛을 느낄 수 있었다.""]"
2_95_1,경기도,일산서구,킨텍스 바이 케이트리,3급,기타,4.44,경기 고양시 일산서구 킨텍스로 255-3,https://map.naver.com/p/entry/place/1604145398?placePath=%2Fhome,58.0,"- 킨텍스 바이 케이트리 호텔은 비즈니스 목적으로 또는 가족들과 함께 호캉스 즐기기에도 괜찮은 일산 호텔 추천해드리기에 충분하며 호텔스닷컴으로 예약했는데 주소가 킨텍스2전시장으로 찍혀있어 호텔왔다가 럭셔리하게 영화까지 보고 온 곳이다.
- 네이버 지도 공지로 떠있는 홈페이지 특가로 잡아서 그런지 먼지 가득한 방을 준 호텔 측에서 청소 및 청결 관리는 뒷전인 듯 하며 킨텍스랑 거리가 있어도 다른 호텔을 가는 것을 추천한다.
- 킨텍스 바이 케이트리 호텔은 비즈니스 목적으로 또는 가족들과 함께 호캉스 즐기기에도 괜찮은 일산 호텔 추천해드리기에 충분하다.
- 호텔스닷컴으로 예약했는데 주소가 킨텍스2전시장으로 찍혀있어 호텔왔다가 럭셔리하게 영화까지 보고 온 곳이다.
- 킨텍스 바이 케이트리는 행사장과 거리가 가까워 좋았고 2층에 자리한 모노플렉스에서 개봉작 하이재킹을 관람했다.
- 방음이 절대 안되고 옆호실이 너무 붙어있어서 문닫는 소리가 지진처럼 쾅쾅 들리고 옆집인지 윗집인지 새벽에 세탁기 돌리는 소리도 난다.","[""킨텍스 바이 케이트리 호텔은 비즈니스 목적으로 또는 가족들과 함께 호캉스 즐기기에도 괜찮은 일산 호텔 추천해드리기에 충분하며 호텔스닷컴으로 예약했는데 주소가 킨텍스2전시장으로 찍혀있어 호텔왔다가 럭셔리하게 영화까지 보고 온 곳이다."", ""네이버 지도 공지로 떠있는 홈페이지 특가로 잡아서 그런지 먼지 가득한 방을 준 호텔 측에서 청소 및 청결 관리는 뒷전인 듯 하며 킨텍스랑 거리가 있어도 다른 호텔을 가는 것을 추천한다."", ""킨텍스 바이 케이트리 호텔은 비즈니스 목적으로 또는 가족들과 함께 호캉스 즐기기에도 괜찮은 일산 호텔 추천해드리기에 충분하다."", ""호텔스닷컴으로 예약했는데 주소가 킨텍스2전시장으로 찍혀있어 호텔왔다가 럭셔리하게 영화까지 보고 온 곳이다."", ""킨텍스 바이 케이트리는 행사장과 거리가 가까워 좋았고 2층에 자리한 모노플렉스에서 개봉작 하이재킹을 관람했다."", ""방음이 절대 안되고 옆호실이 너무 붙어있어서 문닫는 소리가 지진처럼 쾅쾅 들리고 옆집인지 윗집인지 새벽에 세탁기 돌리는 소리도 난다.""]"
2_95_2,경기도,일산서구,킨텍스캠핑장,"캠핑,야영장","캠핑, 야영",3.0,경기 고양시 일산서구 킨텍스로 217-25,https://map.naver.com/p/entry/place/49308022?placePath=%2Fhome,31.0,- 일산 킨텍스캠핑장 카라반 솔직 후기 1 킨텍스 제2전시관 옆 부지에 위치한 도심캠핑장으로 고양시민 기본 30% 할인 혜택 2 카라반의 경우 4인 초과인원 입실 불가,"[""일산 킨텍스캠핑장 카라반 솔직 후기 1 킨텍스 제2전시관 옆 부지에 위치한 도심캠핑장으로 고양시민 기본 30% 할인 혜택 2 카라반의 경우 4인 초과인원 입실 불가""]"
2_95_3,경기도,일산서구,호텔그라체 탄현점,2급,기타,3.0,경기 고양시 일산서구 산현로17번길 7-30 지하1층~7층,https://map.naver.com/p/entry/place/1432717168?placePath=%2Fhome,78.3,"- 일산 가본곳 숙박중에 여기가 제일 좋아요 방음도 잘되고 냄새도 안나고 1층에 라면도 있고 서비스도 최고입니다 탄현 올때마다 여기서만 머물다 갑니다 추천 공간도 넓고 주차도 발렛 잘해주고
- 탄현에 있는 숙박업소 중에 제일 좋은 곳으로 직원들도 친절하고 스낵바가 있어서 자유롭게 요깃거리를 할 수 있어 자주 이용하고 있다.
- 탄현 호텔 그라체는 로비가 큼직막하고 깨끗해서 들어올 때 기분 좋고 객실 시설도 매우 만족한다.","[""일산 가본곳 숙박중에 여기가 제일 좋아요 방음도 잘되고 냄새도 안나고 1층에 라면도 있고 서비스도 최고입니다 탄현 올때마다 여기서만 머물다 갑니다 추천 공간도 넓고 주차도 발렛 잘해주고"", ""탄현에 있는 숙박업소 중에 제일 좋은 곳으로 직원들도 친절하고 스낵바가 있어서 자유롭게 요깃거리를 할 수 있어 자주 이용하고 있다."", ""탄현 호텔 그라체는 로비가 큼직막하고 깨끗해서 들어올 때 기분 좋고 객실 시설도 매우 만족한다.""]"
2_95_4,경기도,일산서구,일산 라트리 호텔,모텔,모텔,3.79,경기 고양시 일산서구 중앙로 1560-22,https://map.naver.com/p/entry/place/37801544?placePath=%2Fhome,38.9,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_5,경기도,일산서구,아비숑호텔 일산킨텍스점,모텔,모텔,4.42,경기 고양시 일산서구 중앙로 1559-23,https://map.naver.com/p/entry/place/18411484?placePath=%2Fhome,56.8,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""킨텍스나 고양종합운동장 방문 예정이라면 대화역 근처 가성비 좋은 숙소로 추천한다."", ""일산 킨텍스에 시험일정이 있어서 킨텍스근처가까운곳검색으로 왔는데 생각보다 깔끔하고 좋아요 킨텍스 출장 호텔로도 넘 좋고 고양종합운동장 숙소로 추천한다.""]"
2_95_6,경기도,일산서구,호텔밀레니엄,3급,기타,3.0,경기 고양시 일산서구 주화로 190,https://map.naver.com/p/entry/place/1789624653?placePath=%2Fhome,43.4,"- 일산백병원 근처 비즈니스 호텔로 조용하고 침구도 깔끔하게 잘되있어 5년차 단골인데 가격도 많이 올려버리고 쥔장의 불친절한 태도로 이제는 못갈것 같다.
- 야놀자 어플로 예약했는데 에어컨만 신경써달라는 리뷰를 업장권리침해 신고로 비공개 리뷰로 만들고 근거없는 주장으로 이용 제한한다.","[""일산백병원 근처 비즈니스 호텔로 조용하고 침구도 깔끔하게 잘되있어 5년차 단골인데 가격도 많이 올려버리고 쥔장의 불친절한 태도로 이제는 못갈것 같다."", ""야놀자 어플로 예약했는데 에어컨만 신경써달라는 리뷰를 업장권리침해 신고로 비공개 리뷰로 만들고 근거없는 주장으로 이용 제한한다.""]"
2_95_7,경기도,일산서구,더휴식 아늑호텔 일산탄현점,3급,기타,3.0,경기 고양시 일산서구 일현로41번길 8-32,https://map.naver.com/p/entry/place/1427901673?placePath=%2Fhome,60.7,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_8,경기도,일산서구,신트라호텔,모텔,모텔,4.28,경기 고양시 일산서구 중앙로 1559-15,https://map.naver.com/p/entry/place/18413122?placePath=%2Fhome,68.1,"- 대화역 앞 킨텍스 출장 시 깨끗한 숙박 가능한 숙소 킨텍스에 볼일이 있어서 왔는데 가성비 좋은 숙소인 것 같아요 룸 컨디션은 별로였지만 가격과 침구 구비되어있는 것들과 친절함이 상쇄 시켜
- 대화역 앞 킨텍스 출장 시 깨끗한 숙박 가능한 숙소 킨텍스에 볼일이 있어서 왔는데 가성비 좋은 숙소인 것 같아요 ! 룸 컨디션은 별로였지만 가격과 침구 구비되어있는 것들과 친절함이 상쇄 시켜","[""대화역 앞 킨텍스 출장 시 깨끗한 숙박 가능한 숙소 킨텍스에 볼일이 있어서 왔는데 가성비 좋은 숙소인 것 같아요 룸 컨디션은 별로였지만 가격과 침구 구비되어있는 것들과 친절함이 상쇄 시켜"", ""대화역 앞 킨텍스 출장 시 깨끗한 숙박 가능한 숙소 킨텍스에 볼일이 있어서 왔는데 가성비 좋은 숙소인 것 같아요 ! 룸 컨디션은 별로였지만 가격과 침구 구비되어있는 것들과 친절함이 상쇄 시켜""]"
2_95_9,경기도,일산서구,리치호텔,3급,기타,4.13,경기 고양시 일산서구 강성로 249,https://map.naver.com/p/entry/place/12879416?placePath=%2Fhome,68.8,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_10,경기도,일산서구,호텔 클라움,3급,기타,4.07,경기 고양시 일산서구 중앙로 1559-11 호텔 클라움,https://map.naver.com/p/entry/place/13069407?placePath=%2Fhome,70.4,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_11,경기도,일산서구,꿀잠 게스트하우스,게스트하우스,기타,3.0,경기 고양시 일산서구 호수로856번길 34-2,https://map.naver.com/p/entry/place/389074605?placePath=%2Fhome,51.5,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_12,경기도,일산서구,아마다모텔,모텔,모텔,4.29,경기 고양시 일산서구 중앙로 1575 그린코아빌딩 7층,https://map.naver.com/p/entry/place/37460235?placePath=%2Fhome,28.4,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""대화역 출구와 가까워 대중교통 이용이 편리하고 주차도 편하게 할 수 있으며 킨텍스와 매우 가까워서 출장오시는 분들에게 최고이다."", ""대화역 출구와 가까워 대중교통 이용이 편리하며 주차도 편하게 할 수 있고 킨텍스와 매우 가까워서 출장오시는 분들에게 최고이다.""]"
2_95_13,경기도,일산서구,호텔보보,모텔,모텔,4.15,경기 고양시 일산서구 중앙로 1560-14 호텔보보,https://map.naver.com/p/entry/place/36868139?placePath=%2Fhome,57.4,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_14,경기도,일산서구,호텔K,1급,기타,4.07,경기 고양시 일산서구 일현로 39,https://map.naver.com/p/entry/place/1121085343?placePath=%2Fhome,70.3,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_15,경기도,일산서구,룩소르 호텔,모텔,모텔,3.0,경기 고양시 일산서구 강성로 253,https://map.naver.com/p/entry/place/13097385?placePath=%2Fhome,38.9,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""건축박람회 업체숙소로 사용하는데 청소상태나 여러가지 깔끔하지 않고 예약시 차량등록하지 않으면 주차도 불가하며 당일 투숙시도 주차공간이 없으면 투숙이 불가하니 개선이 필요하다.""]"
2_95_16,경기도,일산서구,수필호텔,모텔,모텔,3.0,경기 고양시 일산서구 중앙로 1568 하성프라자 8층 수필호텔,https://map.naver.com/p/entry/place/89533713?placePath=%2Fhome,40.8,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_17,경기도,일산서구,발렌타인호텔,모텔,모텔,4.36,경기 고양시 일산서구 일현로41번길 8-24,https://map.naver.com/p/entry/place/11856264?placePath=%2Fhome,42.3,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""저렴한 방이라서 시설이 좋지는 않지만 미친듯이 추움. 방 온도 올리려면 어떻게 할 수 있냐고 물어보니 올려주겠다더니 밤새 추워서 죽는줄 알았음.""]"
2_95_18,경기도,일산서구,그랜드모텔,모텔,모텔,4.03,경기 고양시 일산서구 강성로 147 일산 주엽 그랜드,https://map.naver.com/p/entry/place/36601414?placePath=%2Fhome,70.0,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""PC가 안 좋은 걸 넘어서서 게임하는 중간에 멈추더니 재부팅해도 켜지질 않아 불편하다.""]"
2_95_19,경기도,일산서구,마블호텔,모텔,모텔,3.9,경기 고양시 일산서구 중앙로 1560-18,https://map.naver.com/p/entry/place/1429554748?placePath=%2Fhome,50.1,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_20,경기도,일산서구,캐리호텔,모텔,모텔,3.75,경기 고양시 일산서구 일현로41번길 8-28,https://map.naver.com/p/entry/place/18407261?placePath=%2Fhome,51.2,- 방값 십만원이 너무 비쌌고 방 바꾸기 귀찮아서 그냥 있었는데 퇴실 확인전화가 와서 네시간만 대실 가능하다고 퇴실시간이 달라졌다고 하니 다시 전화와서 10시 50분에 퇴실하라고 한다.,"[""방값 십만원이 너무 비쌌고 방 바꾸기 귀찮아서 그냥 있었는데 퇴실 확인전화가 와서 네시간만 대실 가능하다고 퇴실시간이 달라졌다고 하니 다시 전화와서 10시 50분에 퇴실하라고 한다.""]"
2_95_21,경기도,일산서구,옐로우8호텔,모텔,모텔,3.0,경기 고양시 일산서구 강성로 121 8층,https://map.naver.com/p/entry/place/1362611883?placePath=%2Fhome,51.5,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
2_95_22,경기도,일산서구,니꼬호텔,모텔,모텔,3.0,경기 고양시 일산서구 일현로41번길 8-36,https://map.naver.com/p/entry/place/18408749?placePath=%2Fhome,52.3,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,"[""청결문제상 다른방이나 환불을 요청하니 천창에 묻어있어 환불 거부했고 물건이 맘에 안 들어 환불하면 안된다고 이상한 사람을 만드시는데 그렇게 고객 응대를 하는건 아니라고 본다."", ""청결문제상 다른방이나 환불을 요청하니 침구가 아닌 천창에 묻어있어 환불 거부했고 물건이 맘에 안 들어 환불하면 안된다고 이상한 사람을 만드시는데 그렇게 고객 응대를 하는건 아니라고 본다.""]"
2_95_23,경기도,일산서구,웨인스코트호텔,모텔,모텔,3.0,경기 고양시 일산서구 대화로 34,https://map.naver.com/p/entry/place/1951735538?placePath=%2Fhome,67.1,- 이 장소는 현재 방문객 후기가 등록되지 않았습니다.,[]
